Pinyin	Bopomofo	IPA	Wade-Giles	GR	Simp.GR	MPS2	Tongyong	Yale
là	ㄌㄚˋ	la˥˩	la⁴	lah	lah	là	là	là
la	˙ㄌㄚ	la	la⁵	.lha	'la	la	lå	la
lāi	ㄌㄞ	laɪ˥	lai¹	lhai	lai	lāi	lai	lāi
lái	ㄌㄞˊ	laɪ˧˥	lai²	lai	lair	lái	lái	lái
lǎi	ㄌㄞˇ	laɪ˨˩˦	lai³	lae	laii	lǎi	lǎi	lǎi
lài	ㄌㄞˋ	laɪ˥˩	lai⁴	lay	laih	lài	lài	lài
lai	˙ㄌㄞ	laɪ	lai⁵	.lhai	'lai	lai	låi	lai
lān	ㄌㄢ	lan˥	lan¹	lhan	lan	lān	lan	lān
lán	ㄌㄢˊ	lan˧˥	lan²	lan	larn	lán	lán	lán
lǎn	ㄌㄢˇ	lan˨˩˦	lan³	laan	laan	lǎn	lǎn	lǎn
làn	ㄌㄢˋ	lan˥˩	lan⁴	lann	lahn	làn	làn	làn
lan	˙ㄌㄢ	lan	lan⁵	.lhan	'lan	lan	lån	lan
lāng	ㄌㄤ	lɑŋ˥	lang¹	lhang	lang	lāng	lang	lāng
láng	ㄌㄤˊ	lɑŋ˧˥	lang²	lang	larng	láng	láng	láng
lǎng	ㄌㄤˇ	lɑŋ˨˩˦	lang³	laang	laang	lǎng	lǎng	lǎng
làng	ㄌㄤˋ	lɑŋ˥˩	lang⁴	lanq	lahng	làng	làng	làng
lang	˙ㄌㄤ	lɑŋ	lang⁵	.lhang	'lang	lang	lång	lang
lāo	ㄌㄠ	lɑʊ˥	lao¹	lhau	lau	lāu	lao	lāu
láo	ㄌㄠˊ	lɑʊ˧˥	lao²	lau	laur	láu	láo	láu
lǎo	ㄌㄠˇ	lɑʊ˨˩˦	lao³	lao	laau	lǎu	lǎo	lǎu
lào	ㄌㄠˋ	lɑʊ˥˩	lao⁴	law	lauh	làu	lào	làu
lao	˙ㄌㄠ	lɑʊ	lao⁵	.lhau	'lau	lau	låo	lau
lē	ㄌㄜ	lɤ˥	le¹	lhe	le	lē	le	lē
lé	ㄌㄜˊ	lɤ˧˥	le²	le	ler	lé	lé	lé
lě	ㄌㄜˇ	lɤ˨˩˦	le³	lee	lee	lě	lě	lě
lè	ㄌㄜˋ	lɤ˥˩	le⁴	leh	leh	lè	lè	lè
le	˙ㄌㄜ	lɤ	le⁵	.lhe	'le	le	le̊	le
lēi	ㄌㄟ	leɪ˥	lei¹	lhei	lei	lēi	lei	lēi
léi	ㄌㄟˊ	leɪ˧˥	lei²	lei	leir	léi	léi	léi
lěi	ㄌㄟˇ	leɪ˨˩˦	lei³	leei	leii	lěi	lěi	lěi
lèi	ㄌㄟˋ	leɪ˥˩	lei⁴	ley	leih	lèi	lèi	lèi
lei	˙ㄌㄟ	leɪ	lei⁵	.lhei	'lei	lei	le̊i	lei
lēng	ㄌㄥ	lɤŋ˥	leng¹	lheng	leng	lēng	leng	lēng
léng	ㄌㄥˊ	lɤŋ˧˥	leng²	leng	lerng	léng	léng	léng
lěng	ㄌㄥˇ	lɤŋ˨˩˦	leng³	leeng	leeng	lěng	lěng	lěng
lèng	ㄌㄥˋ	lɤŋ˥˩	leng⁴	lenq	lehng	lèng	lèng	lèng
leng	˙ㄌㄥ	lɤŋ	leng⁵	.lheng	'leng	leng	le̊ng	leng
lī	ㄌㄧ	li˥	li¹	lhi	li	lī	li	lī
lí	ㄌㄧˊ	li˧˥	li²	li	lir	lí	lí	lí
lǐ	ㄌㄧˇ	li˨˩˦	li³	lii	lii	lǐ	lǐ	lǐ
lì	ㄌㄧˋ	li˥˩	li⁴	lih	lih	lì	lì	lì
li	˙ㄌㄧ	li	li⁵	.lhi	'li	li	li̊	li
liā	ㄌㄧㄚ	lja˥	lia¹	lhia	lia	liā	lia	lyā
liá	ㄌㄧㄚˊ	lja˧˥	lia²	lia	liar	liá	liá	lyá
liǎ	ㄌㄧㄚˇ	lja˨˩˦	lia³	lea	liaa	liǎ	liǎ	lyǎ
lià	ㄌㄧㄚˋ	lja˥˩	lia⁴	liah	liah	lià	lià	lyà
lia	˙ㄌㄧㄚ	lja	lia⁵	.lhia	'lia	lia	liå	lya
liān	ㄌㄧㄢ	ljɛn˥	lien¹	lhian	lian	liān	lian	lyān
lián	ㄌㄧㄢˊ	ljɛn˧˥	lien²	lian	liarn	lián	lián	lyán
liǎn	ㄌㄧㄢˇ	ljɛn˨˩˦	lien³	lean	liaan	liǎn	liǎn	lyǎn
liàn	ㄌㄧㄢˋ	ljɛn˥˩	lien⁴	liann	liahn	liàn	liàn	lyàn
lian	˙ㄌㄧㄢ	ljɛn	lien⁵	.lhian	'lian	lian	liån	lyan
liāng	ㄌㄧㄤ	ljɑŋ˥	liang¹	lhiang	liang	liāng	liang	lyāng
liáng	ㄌㄧㄤˊ	ljɑŋ˧˥	liang²	liang	liarng	liáng	liáng	lyáng
liǎng	ㄌㄧㄤˇ	ljɑŋ˨˩˦	liang³	leang	liaang	liǎng	liǎng	lyǎng
liàng	ㄌㄧㄤˋ	ljɑŋ˥˩	liang⁴	lianq	liahng	liàng	liàng	lyàng
liang	˙ㄌㄧㄤ	ljɑŋ	liang⁵	.lhiang	'liang	liang	liång	lyang
liāo	ㄌㄧㄠ	ljɑʊ˥	liao¹	lhiau	liau	liāu	liao	lyāu
liáo	ㄌㄧㄠˊ	ljɑʊ˧˥	liao²	liau	liaur	liáu	liáo	lyáu
liǎo	ㄌㄧㄠˇ	ljɑʊ˨˩˦	liao³	leau	liaau	liǎu	liǎo	lyǎu
liào	ㄌㄧㄠˋ	ljɑʊ˥˩	liao⁴	liaw	liauh	liàu	liào	lyàu
liao	˙ㄌㄧㄠ	ljɑʊ	liao⁵	.lhiau	'liau	liau	liåo	lyau
liē	ㄌㄧㄝ	ljɛ˥	lieh¹	lhie	lie	liē	lie	lyē
lié	ㄌㄧㄝˊ	ljɛ˧˥	lieh²	lie	lier	lié	lié	lyé
liě	ㄌㄧㄝˇ	ljɛ˨˩˦	lieh³	liee	liee	liě	liě	lyě
liè	ㄌㄧㄝˋ	ljɛ˥˩	lieh⁴	lieh	lieh	liè	liè	lyè
lie	˙ㄌㄧㄝ	ljɛ	lieh⁵	.lhie	'lie	lie	lie̊	lye
līn	ㄌㄧㄣ	lin˥	lin¹	lhin	lin	līn	lin	līn
lín	ㄌㄧㄣˊ	lin˧˥	lin²	lin	lirn	lín	lín	lín
lǐn	ㄌㄧㄣˇ	lin˨˩˦	lin³	liin	liin	lǐn	lǐn	lǐn
lìn	ㄌㄧㄣˋ	lin˥˩	lin⁴	linn	lihn	lìn	lìn	lìn
lin	˙ㄌㄧㄣ	lin	lin⁵	.lhin	'lin	lin	li̊n	lin
līng	ㄌㄧㄥ	liŋ˥	ling¹	lhing	ling	līng	ling	līng
líng	ㄌㄧㄥˊ	liŋ˧˥	ling²	ling	lirng	líng	líng	líng
lǐng	ㄌㄧㄥˇ	liŋ˨˩˦	ling³	liing	liing	lǐng	lǐng	lǐng
lìng	ㄌㄧㄥˋ	liŋ˥˩	ling⁴	linq	lihng	lìng	lìng	lìng
ling	˙ㄌㄧㄥ	liŋ	ling⁵	.lhing	'ling	ling	li̊ng	ling
liū	ㄌㄧㄡ	ljoʊ˥	liu¹	lhiou	liu	liōu	liou	lyōu
liú	ㄌㄧㄡˊ	ljoʊ˧˥	liu²	liou	liur	lióu	lióu	lyóu
liǔ	ㄌㄧㄡˇ	ljoʊ˨˩˦	liu³	leou	liuu	liǒu	liǒu	lyǒu
liù	ㄌㄧㄡˋ	ljoʊ˥˩	liu⁴	liow	liuh	liòu	liòu	lyòu
liu	˙ㄌㄧㄡ	ljoʊ	liu⁵	.lhiou	'liu	liou	lio̊u	lyou
lō	ㄌㄛ	lo˥	lo¹	lo	lo	lō	lo	lō
ló	ㄌㄛˊ	lo˧˥	lo²	lor	lor	ló	ló	ló
lǒ	ㄌㄛˇ	lo˨˩˦	lo³	loo	loo	lǒ	lǒ	lǒ
lò	ㄌㄛˋ	lo˥˩	lo⁴	loh	loh	lò	lò	lò
lo	˙ㄌㄛ	lo	lo⁵	.lo	'lo	lo	lo̊	lo
lōng	ㄌㄨㄥ	lʊŋ˥	lung¹	lhong	lung	lūng	long	lūng
lóng	ㄌㄨㄥˊ	lʊŋ˧˥	lung²	long	lurng	lúng	lóng	lúng
lǒng	ㄌㄨㄥˇ	lʊŋ˨˩˦	lung³	loong	luung	lǔng	lǒng	lǔng
lòng	ㄌㄨㄥˋ	lʊŋ˥˩	lung⁴	lonq	luhng	lùng	lòng	lùng
long	˙ㄌㄨㄥ	lʊŋ	lung⁵	.lhong	'long	lung	lo̊ng	lung
lōu	ㄌㄡ	loʊ˥	lou¹	lhou	lou	lōu	lou	lōu
lóu	ㄌㄡˊ	loʊ˧˥	lou²	lou	lour	lóu	lóu	lóu
lǒu	ㄌㄡˇ	loʊ˨˩˦	lou³	loou	loou	lǒu	lǒu	lǒu
lòu	ㄌㄡˋ	loʊ˥˩	lou⁴	low	louh	lòu	lòu	lòu
lou	˙ㄌㄡ	loʊ	lou⁵	.lhou	'lou	lou	lo̊u	lou
lū	ㄌㄨ	lu˥	lu¹	lhu	lu	lū	lu	lū
lú	ㄌㄨˊ	lu˧˥	lu²	lu	lur	lú	lú	lú
lǔ	ㄌㄨˇ	lu˨˩˦	lu³	luu	luu	lǔ	lǔ	lǔ
lù	ㄌㄨˋ	lu˥˩	lu⁴	luh	luh	lù	lù	lù
lu	˙ㄌㄨ	lu	lu⁵	.lhu	'lu	lu	lů	lu
luān	ㄌㄨㄢ	lwan˥	luan¹	lhuan	luan	luān	luan	lwān
luán	ㄌㄨㄢˊ	lwan˧˥	luan²	luan	luarn	luán	luán	lwán
luǎn	ㄌㄨㄢˇ	lwan˨˩˦	luan³	loan	luaan	luǎn	luǎn	lwǎn
luàn	ㄌㄨㄢˋ	lwan˥˩	luan⁴	luann	luahn	luàn	luàn	lwàn
luan	˙ㄌㄨㄢ	lwan	luan⁵	.lhuan	'luan	luan	luån	lwan
lūn	ㄌㄨㄣ	lwən˥	lun¹	lhuen	lun	lūn	lun	lwūn
lún	ㄌㄨㄣˊ	lwən˧˥	lun²	luen	lurn	lún	lún	lwún
lǔn	ㄌㄨㄣˇ	lwən˨˩˦	lun³	loen	luun	lǔn	lǔn	lwǔn
lùn	ㄌㄨㄣˋ	lwən˥˩	lun⁴	luenn	luhn	lùn	lùn	lwùn
lun	˙ㄌㄨㄣ	lwən	lun⁵	.lhuen	'lun	lun	lůn	lwun
luō	ㄌㄨㄛ	lwo˥	lo¹	lhuo	luo	luō	luo	lwō
luó	ㄌㄨㄛˊ	lwo˧˥	lo²	luo	luor	luó	luó	lwó
luǒ	ㄌㄨㄛˇ	lwo˨˩˦	lo³	luoo	luoo	luǒ	luǒ	lwǒ
luò	ㄌㄨㄛˋ	lwo˥˩	lo⁴	luoh	luoh	luò	luò	lwò
luo	˙ㄌㄨㄛ	lwo	lo⁵	.lhuo	'luo	luo	luo̊	lwo
lǖ	ㄌㄩ	ly˥	lü¹	lhiu	lyu	liū	lyu	lyū
lǘ	ㄌㄩˊ	ly˧˥	lü²	liu	lyur	liú	lyú	lyú
lǚ	ㄌㄩˇ	ly˨˩˦	lü³	leu	lyuu	liǔ	lyǔ	lyǔ
lǜ	ㄌㄩˋ	ly˥˩	lü⁴	liuh	lyuh	liù	lyù	lyù
lü	˙ㄌㄩ	ly	lü⁵	.lhiu	'lyu	liu	lyů	lyu
lüān	ㄌㄩㄢ	lywan˥	lüan¹	lhiuan	lvan	liuān	lyuan	lyuān
lüán	ㄌㄩㄢˊ	lywan˧˥	lüan²	lhiuarn	lvarn	liuán	lyuán	lyuán
lüǎn	ㄌㄩㄢˇ	lywan˨˩˦	lüan³	lhiuaan	lvaan	liuǎn	lyuǎn	lyuǎn
lüàn	ㄌㄩㄢˋ	lywan˥˩	lüan⁴	lhiuann	lvahn	liuàn	lyuàn	lyuàn
lüan	˙ㄌㄩㄢ	lywan	lüan⁵	.lhiuan	'lvan	liuan	lyuån	lyuan
lüē	ㄌㄩㄝ	lɥɛ˥	lüeh¹	lhiue	lve	lüē	lyue	lywē
lüé	ㄌㄩㄝˊ	lɥɛ˧˥	lüeh²	liue	lver	lüé	lyué	lywé
lüě	ㄌㄩㄝˇ	lɥɛ˨˩˦	lüeh³	leue	lvee	lüě	lyuě	lywě
lüè	ㄌㄩㄝˋ	lɥɛ˥˩	lüeh⁴	liueh	lveh	lüè	lyuè	lywè
lüe	˙ㄌㄩㄝ	lɥɛ	lüeh⁵	.lhiue	'lve	lüe	lyue̊	lywe
lǖn	ㄌㄩㄣ	lyn˥	lün¹	lhiun	lyun	liūn	lyun	lyūn
lǘn	ㄌㄩㄣˊ	lyn˧˥	lün²	liun	lyurn	liún	lyún	lyún
lǚn	ㄌㄩㄣˇ	lyn˨˩˦	lün³	leun	lyuun	liǔn	lyǔn	lyǔn
lǜn	ㄌㄩㄣˋ	lyn˥˩	lün⁴	liunn	lyuhn	liùn	lyùn	lyùn
lün	˙ㄌㄩㄣ	lyn	lün⁵	.lhiun	'lvn	liun	lyůn	lyun
m̄	ㄇㄨ	m̩˥	m¹	m	m	m̄	m̄	m̄
ḿ	ㄇㄨˊ	m̩˧˥	m²	rm	m	ḿ	ḿ	ḿ
m̌	ㄇㄨˇ	m̩˨˩˦	m³	mm	m	m̌	m̌	m̌
m̀	ㄇㄨˋ	m̩˥˩	m⁴	mh	m	m̀	m̀	m̀
m	˙ㄇ	m̩	m⁵	.m	'm	m	m̊	m
mā	ㄇㄚ	ma˥	ma¹	mha	ma	mā	ma	mā
má	ㄇㄚˊ	ma˧˥	ma²	ma	mar	má	má	má
mǎ	ㄇㄚˇ	ma˨˩˦	ma³	maa	maa	mǎ	mǎ	mǎ
mà	ㄇㄚˋ	ma˥˩	ma⁴	mah	mah	mà	mà	mà
ma	˙ㄇㄚ	ma	ma⁵	.mha	'ma	ma	må	ma
māi	ㄇㄞ	maɪ˥	mai¹	mhai	mai	māi	mai	māi
mái	ㄇㄞˊ	maɪ˧˥	mai²	mai	mair	mái	mái	mái
mǎi	ㄇㄞˇ	maɪ˨˩˦	mai³	mae	maii	mǎi	mǎi	mǎi
mài	ㄇㄞˋ	maɪ˥˩	mai⁴	may	maih	mài	mài	mài
mai	˙ㄇㄞ	maɪ	mai⁵	.mhai	'mai	mai	måi	mai
mān	ㄇㄢ	man˥	man¹	mhan	man	mān	man	mān
mán	ㄇㄢˊ	man˧˥	man²	man	marn	mán	mán	mán
mǎn	ㄇㄢˇ	man˨˩˦	man³	maan	maan	mǎn	mǎn	mǎn
màn	ㄇㄢˋ	man˥˩	man⁴	mann	mahn	màn	màn	màn
man	˙ㄇㄢ	man	man⁵	.mhan	'man	man	mån	man
māng	ㄇㄤ	mɑŋ˥	mang¹	mhang	mang	māng	mang	māng
máng	ㄇㄤˊ	mɑŋ˧˥	mang²	mang	marng	máng	máng	máng
mǎng	ㄇㄤˇ	mɑŋ˨˩˦	mang³	maang	maang	mǎng	mǎng	mǎng
màng	ㄇㄤˋ	mɑŋ˥˩	mang⁴	manq	mahng	màng	màng	màng
mang	˙ㄇㄤ	mɑŋ	mang⁵	.mhang	'mang	mang	mång	mang
māo	ㄇㄠ	mɑʊ˥	mao¹	mhau	mau	māu	mao	māu
máo	ㄇㄠˊ	mɑʊ˧˥	mao²	mau	maur	máu	máo	máu
mǎo	ㄇㄠˇ	mɑʊ˨˩˦	mao³	mao	maau	mǎu	mǎo	mǎu
mào	ㄇㄠˋ	mɑʊ˥˩	mao⁴	maw	mauh	màu	mào	màu
mao	˙ㄇㄠ	mɑʊ	mao⁵	.mhau	'mau	mau	måo	mau
mē	ㄇㄜ	mɤ˥	me¹	me	me	mē	me	mē
mé	ㄇㄜˊ	mɤ˧˥	me²	mer	mer	mé	mé	mé
mě	ㄇㄜˇ	mɤ˨˩˦	me³	mee	mee	mě	mě	mě
mè	ㄇㄜˋ	mɤ˥˩	me⁴	meh	meh	mè	mè	mè
me	˙ㄇㄜ	mɤ	me⁵	.me	'me	me	me̊	me
mēi	ㄇㄟ	meɪ˥	mei¹	mhei	mei	mēi	mei	mēi
méi	ㄇㄟˊ	meɪ˧˥	mei²	mei	meir	méi	méi	méi
měi	ㄇㄟˇ	meɪ˨˩˦	mei³	meei	meii	měi	měi	měi
mèi	ㄇㄟˋ	meɪ˥˩	mei⁴	mey	meih	mèi	mèi	mèi
mei	˙ㄇㄟ	meɪ	mei⁵	.mhei	'mei	mei	me̊i	mei
mēn	ㄇㄣ	mən˥	men¹	mhen	men	mēn	men	mēn
mén	ㄇㄣˊ	mən˧˥	men²	men	mern	mén	mén	mén
měn	ㄇㄣˇ	mən˨˩˦	men³	meen	meen	měn	měn	měn
mèn	ㄇㄣˋ	mən˥˩	men⁴	menn	mehn	mèn	mèn	mèn
men	˙ㄇㄣ	mən	men⁵	.mhen	'men	men	me̊n	men
mēng	ㄇㄥ	mɤŋ˥	meng¹	mheng	meng	mēng	meng	mēng
méng	ㄇㄥˊ	mɤŋ˧˥	meng²	meng	merng	méng	méng	méng
měng	ㄇㄥˇ	mɤŋ˨˩˦	meng³	meeng	meeng	měng	měng	měng
mèng	ㄇㄥˋ	mɤŋ˥˩	meng⁴	menq	mehng	mèng	mèng	mèng
meng	˙ㄇㄥ	mɤŋ	meng⁵	.mheng	'meng	meng	me̊ng	meng
mī	ㄇㄧ	mi˥	mi¹	mhi	mi	mī	mi	mī
mí	ㄇㄧˊ	mi˧˥	mi²	mi	mir	mí	mí	mí
mǐ	ㄇㄧˇ	mi˨˩˦	mi³	mii	mii	mǐ	mǐ	mǐ
mì	ㄇㄧˋ	mi˥˩	mi⁴	mih	mih	mì	mì	mì
mi	˙ㄇㄧ	mi	mi⁵	.mhi	'mi	mi	mi̊	mi
miān	ㄇㄧㄢ	mjɛn˥	mien¹	mhian	mian	miān	mian	myān
mián	ㄇㄧㄢˊ	mjɛn˧˥	mien²	mian	miarn	mián	mián	myán
miǎn	ㄇㄧㄢˇ	mjɛn˨˩˦	mien³	mean	miaan	miǎn	miǎn	myǎn
miàn	ㄇㄧㄢˋ	mjɛn˥˩	mien⁴	miann	miahn	miàn	miàn	myàn
mian	˙ㄇㄧㄢ	mjɛn	mien⁵	.mhian	'mian	mian	miån	myan
miāo	ㄇㄧㄠ	mjɑʊ˥	miao¹	mhiau	miau	miāu	miao	myāu
miáo	ㄇㄧㄠˊ	mjɑʊ˧˥	miao²	miau	miaur	miáu	miáo	myáu
miǎo	ㄇㄧㄠˇ	mjɑʊ˨˩˦	miao³	meau	miaau	miǎu	miǎo	myǎu
miào	ㄇㄧㄠˋ	mjɑʊ˥˩	miao⁴	miaw	miauh	miàu	miào	myàu
miao	˙ㄇㄧㄠ	mjɑʊ	miao⁵	.mhiau	'miau	miau	miåo	myau
miē	ㄇㄧㄝ	mjɛ˥	mieh¹	mhie	mie	miē	mie	myē
mié	ㄇㄧㄝˊ	mjɛ˧˥	mieh²	mie	mier	mié	mié	myé
miě	ㄇㄧㄝˇ	mjɛ˨˩˦	mieh³	miee	miee	miě	miě	myě
miè	ㄇㄧㄝˋ	mjɛ˥˩	mieh⁴	mieh	mieh	miè	miè	myè
mie	˙ㄇㄧㄝ	mjɛ	mieh⁵	.mhie	'mie	mie	mie̊	mye
mīn	ㄇㄧㄣ	min˥	min¹	mhin	min	mīn	min	mīn
mín	ㄇㄧㄣˊ	min˧˥	min²	min	mirn	mín	mín	mín
mǐn	ㄇㄧㄣˇ	min˨˩˦	min³	miin	miin	mǐn	mǐn	mǐn
mìn	ㄇㄧㄣˋ	min˥˩	min⁴	minn	mihn	mìn	mìn	mìn
min	˙ㄇㄧㄣ	min	min⁵	.mhin	'min	min	mi̊n	min
mīng	ㄇㄧㄥ	miŋ˥	ming¹	mhing	ming	mīng	ming	mīng
míng	ㄇㄧㄥˊ	miŋ˧˥	ming²	ming	mirng	míng	míng	míng
mǐng	ㄇㄧㄥˇ	miŋ˨˩˦	ming³	miing	miing	mǐng	mǐng	mǐng
mìng	ㄇㄧㄥˋ	miŋ˥˩	ming⁴	minq	mihng	mìng	mìng	mìng
ming	˙ㄇㄧㄥ	miŋ	ming⁵	.mhing	'ming	ming	mi̊ng	ming
miū	ㄇㄧㄡ	mjoʊ˥	miu¹	mhiou	miu	miōu	miou	myōu
miú	ㄇㄧㄡˊ	mjoʊ˧˥	miu²	miou	miur	mióu	mióu	myóu
miǔ	ㄇㄧㄡˇ	mjoʊ˨˩˦	miu³	meou	miuu	miǒu	miǒu	myǒu
miù	ㄇㄧㄡˋ	mjoʊ˥˩	miu⁴	miow	miuh	miòu	miòu	myòu
miu	˙ㄇㄧㄡ	mjoʊ	miu⁵	.mhiou	'miu	miou	mio̊u	myou
mō	ㄇㄛ	mo˥	mo¹	mho	mo	mō	mo	mwō
mó	ㄇㄛˊ	mo˧˥	mo²	mo	mor	mó	mó	mwó
mǒ	ㄇㄛˇ	mo˨˩˦	mo³	moo	moo	mǒ	mǒ	mwǒ
mò	ㄇㄛˋ	mo˥˩	mo⁴	moh	moh	mò	mò	mwò
mo	˙ㄇㄛ	mo	mo⁵	.mho	'mo	mo	mo̊	mwo
mōu	ㄇㄡ	moʊ˥	mou¹	mhou	mou	mōu	mou	mōu
móu	ㄇㄡˊ	moʊ˧˥	mou²	mou	mour	móu	móu	móu
mǒu	ㄇㄡˇ	moʊ˨˩˦	mou³	moou	moou	mǒu	mǒu	mǒu
mòu	ㄇㄡˋ	moʊ˥˩	mou⁴	mow	mouh	mòu	mòu	mòu
mou	˙ㄇㄡ	moʊ	mou⁵	.mhou	'mou	mou	mo̊u	mou
mū	ㄇㄨ	mu˥	mu¹	mhu	mu	mū	mu	mū
mú	ㄇㄨˊ	mu˧˥	mu²	mu	mur	mú	mú	mú
mǔ	ㄇㄨˇ	mu˨˩˦	mu³	muu	muu	mǔ	mǔ	mǔ
mù	ㄇㄨˋ	mu˥˩	mu⁴	muh	muh	mù	mù	mù
mu	˙ㄇㄨ	mu	mu⁵	.mhu	'mu	mu	mů	mu
n̄	ㄣ	n̩˥	n¹	n	n	n̄	n̄	n̄
ń	ㄣˊ	n̩˧˥	n²	rn	n	ń	ń	ń
ň	ㄣˇ	n̩˨˩˦	n³	nn	n	ň	ň	ň
ǹ	ㄣˋ	n̩˥˩	n⁴	nh	n	ǹ	ǹ	ǹ
n	˙ㄋ	n̩	n⁵	.n	'n	n	n̊	n
nā	ㄋㄚ	na˥	na¹	nha	na	nā	na	nā
ná	ㄋㄚˊ	na˧˥	na²	na	nar	ná	ná	ná
nǎ	ㄋㄚˇ	na˨˩˦	na³	naa	naa	nǎ	nǎ	nǎ
nà	ㄋㄚˋ	na˥˩	na⁴	nah	nah	nà	nà	nà
na	˙ㄋㄚ	na	na⁵	.nha	'na	na	nå	na
nāi	ㄋㄞ	naɪ˥	nai¹	nhai	nai	nāi	nai	nāi
nái	ㄋㄞˊ	naɪ˧˥	nai²	nai	nair	nái	nái	nái
nǎi	ㄋㄞˇ	naɪ˨˩˦	nai³	nae	naii	nǎi	nǎi	nǎi
nài	ㄋㄞˋ	naɪ˥˩	nai⁴	nay	naih	nài	nài	nài
nai	˙ㄋㄞ	naɪ	nai⁵	.nhai	'nai	nai	nåi	nai
nān	ㄋㄢ	nan˥	nan¹	nhan	nan	nān	nan	nān
nán	ㄋㄢˊ	nan˧˥	nan²	nan	narn	nán	nán	nán
nǎn	ㄋㄢˇ	nan˨˩˦	nan³	naan	naan	nǎn	nǎn	nǎn
nàn	ㄋㄢˋ	nan˥˩	nan⁴	nann	nahn	nàn	nàn	nàn
nan	˙ㄋㄢ	nan	nan⁵	.nhan	'nan	nan	nån	nan
nāng	ㄋㄤ	nɑŋ˥	nang¹	nhang	nang	nāng	nang	nāng
náng	ㄋㄤˊ	nɑŋ˧˥	nang²	nang	narng	náng	náng	náng
nǎng	ㄋㄤˇ	nɑŋ˨˩˦	nang³	naang	naang	nǎng	nǎng	nǎng
nàng	ㄋㄤˋ	nɑŋ˥˩	nang⁴	nanq	nahng	nàng	nàng	nàng
nang	˙ㄋㄤ	nɑŋ	nang⁵	.nhang	'nang	nang	nång	nang
nāo	ㄋㄠ	nɑʊ˥	nao¹	nhau	nau	nāu	nao	nāu
náo	ㄋㄠˊ	nɑʊ˧˥	nao²	nau	naur	náu	náo	náu
nǎo	ㄋㄠˇ	nɑʊ˨˩˦	nao³	nao	naau	nǎu	nǎo	nǎu
nào	ㄋㄠˋ	nɑʊ˥˩	nao⁴	naw	nauh	nàu	nào	nàu
nao	˙ㄋㄠ	nɑʊ	nao⁵	.nhau	'nau	nau	nåo	nau
nē	ㄋㄜ	nɤ˥	ne¹	nhe	ne	nē	ne	nē
né	ㄋㄜˊ	nɤ˧˥	ne²	ne	ner	né	né	né
ně	ㄋㄜˇ	nɤ˨˩˦	ne³	nee	nee	ně	ně	ně
nè	ㄋㄜˋ	nɤ˥˩	ne⁴	neh	neh	nè	nè	nè
ne	˙ㄋㄜ	nɤ	ne⁵	.nhe	'ne	ne	ne̊	ne
nēi	ㄋㄟ	neɪ˥	nei¹	nhei	nei	nēi	nei	nēi
néi	ㄋㄟˊ	neɪ˧˥	nei²	nei	neir	néi	néi	néi
něi	ㄋㄟˇ	neɪ˨˩˦	nei³	neei	neii	něi	něi	něi
nèi	ㄋㄟˋ	neɪ˥˩	nei⁴	ney	neih	nèi	nèi	nèi
nei	˙ㄋㄟ	neɪ	nei⁵	.nhei	'nei	nei	ne̊i	nei
nēn	ㄋㄣ	nən˥	nen¹	nhen	nen	nēn	nen	nēn
nén	ㄋㄣˊ	nən˧˥	nen²	nen	nern	nén	nén	nén
něn	ㄋㄣˇ	nən˨˩˦	nen³	neen	neen	něn	něn	něn
nèn	ㄋㄣˋ	nən˥˩	nen⁴	nenn	nehn	nèn	nèn	nèn
nen	˙ㄋㄣ	nən	nen⁵	.nhen	'nen	nen	ne̊n	nen
nēng	ㄋㄥ	nɤŋ˥	neng¹	nheng	neng	nēng	neng	nēng
néng	ㄋㄥˊ	nɤŋ˧˥	neng²	neng	nerng	néng	néng	néng
něng	ㄋㄥˇ	nɤŋ˨˩˦	neng³	neeng	neeng	něng	něng	něng
nèng	ㄋㄥˋ	nɤŋ˥˩	neng⁴	nenq	nehng	nèng	nèng	nèng
neng	˙ㄋㄥ	nɤŋ	neng⁵	.nheng	'neng	neng	ne̊ng	neng
n̄g	ㄋㄍ	ŋ̍˥	ng¹	ng	ng	n̄g	n̄g	n̄g
ńg	ㄋㄍˊ	ŋ̍˧˥	ng²	rng	ng	ńg	ńg	ńg
ňg	ㄋㄍˇ	ŋ̍˨˩˦	ng³	nng	ng	ňg	ňg	ňg
ǹg	ㄋㄍˋ	ŋ̍˥˩	ng⁴	nq	ng	ǹg	ǹg	ǹg
ng	˙ㄋㄍ	ŋ̍	ng⁵	.ng	'ng	ng	n̊g	ng
nī	ㄋㄧ	ni˥	ni¹	nhi	ni	nī	ni	nī
ní	ㄋㄧˊ	ni˧˥	ni²	ni	nir	ní	ní	ní
nǐ	ㄋㄧˇ	ni˨˩˦	ni³	nii	nii	nǐ	nǐ	nǐ
nì	ㄋㄧˋ	ni˥˩	ni⁴	nih	nih	nì	nì	nì
ni	˙ㄋㄧ	ni	ni⁵	.nhi	'ni	ni	ni̊	ni
niān	ㄋㄧㄢ	njɛn˥	nien¹	nhian	nian	niān	nian	nyān
nián	ㄋㄧㄢˊ	njɛn˧˥	nien²	nian	niarn	nián	nián	nyán
niǎn	ㄋㄧㄢˇ	njɛn˨˩˦	nien³	nean	niaan	niǎn	niǎn	nyǎn
niàn	ㄋㄧㄢˋ	njɛn˥˩	nien⁴	niann	niahn	niàn	niàn	nyàn
